Date,Symbol,Open,High,Low,Close,Volume LTC,Volume USD
2019-03-16,LTCUSD,58.18,62,58.17,60.45,33956.38,2069794.4
2019-03-15,LTCUSD,55.59,58.63,55.59,58.18,12530.16,717582.33
2019-03-14,LTCUSD,55.17,57.82,52.85,55.59,14340.73,792614.73
2019-03-13,LTCUSD,56.21,56.42,54.07,55.17,10756.46,594050.83
2019-03-12,LTCUSD,54.6,56.62,52.07,56.21,17854.03,973807.88
2019-03-11,LTCUSD,56.34,57.04,53.64,54.6,16974.06,935533.34
2019-03-10,LTCUSD,57.48,57.65,55.57,56.34,10627.27,601071.65
2019-03-09,LTCUSD,55.29,59,55.19,57.48,24269.03,1389110.17
2019-03-08,LTCUSD,56.4,57.29,54.09,55.29,23612.44,1317780.15
2019-03-07,LTCUSD,55.16,58.71,53.8,56.4,35494.88,1994471.39
2019-03-06,LTCUSD,52.42,56.39,51.17,55.16,23779.86,1285859.59
2019-03-05,LTCUSD,45.62,54.23,45.21,52.42,38851.43,1983756.57
2019-03-04,LTCUSD,47.58,47.86,44.65,45.62,18994.37,870146.32
2019-03-03,LTCUSD,48.28,48.73,46.88,47.58,8908.71,428586.26
2019-03-02,LTCUSD,46.83,49.1,46.25,48.28,8233.5,391880.81
2019-03-01,LTCUSD,45.35,48.86,45.29,46.83,19130.85,908720.59
2019-02-28,LTCUSD,44.94,46.44,44.44,45.35,14129.21,644915.84
2019-02-27,LTCUSD,44.72,45.34,42.33,44.94,17387.48,767792.15
2019-02-26,LTCUSD,45.31,45.73,44.07,44.72,16416.29,734495.67
2019-02-25,LTCUSD,43.54,46.74,43.48,45.31,32527.96,1475454.43
2019-02-24,LTCUSD,51.24,53.41,42.44,43.54,90629.11,4215889.81
2019-02-23,LTCUSD,49.01,51.83,47.8,51.24,37443.66,1869983.06
2019-02-22,LTCUSD,48.43,49.4,47.7,49.01,24300.65,1186095.12
2019-02-21,LTCUSD,51.13,51.16,47.45,48.43,28201.07,1385134.39
2019-02-20,LTCUSD,46.9,52.25,46.1,51.13,50721.34,2516958.7
2019-02-19,LTCUSD,47.4,48.89,46.44,46.9,23510.67,1117041.42
2019-02-18,LTCUSD,43.35,48.71,43.2,47.4,53129.13,2430834.45
2019-02-17,LTCUSD,42.96,45,42.01,43.35,21029.9,907680.56
2019-02-16,LTCUSD,42.12,44.04,41.75,42.96,22978.14,992320.65
2019-02-15,LTCUSD,40.96,44.37,40.72,42.12,24088.88,1010253.67
2019-02-14,LTCUSD,41.27,42,39.9,40.96,16086.57,661816.6
2019-02-13,LTCUSD,43.25,44.13,40.26,41.27,25775.62,1080139.54
2019-02-12,LTCUSD,42.37,44.05,41.52,43.25,19641.54,846772.56
2019-02-11,LTCUSD,46.43,46.51,37.5,42.37,47818.31,2080478.41
2019-02-10,LTCUSD,44.3,46.99,41.83,46.43,51366.1,2291005.02
2019-02-09,LTCUSD,42.52,46.09,41.81,44.3,55244.59,2410566.32
2019-02-08,LTCUSD,32.83,44.57,32.52,42.52,117159.85,4622858.29
2019-02-07,LTCUSD,32.42,33.16,32.39,32.83,7926.8,259907.57
2019-02-06,LTCUSD,33.94,34.14,30.58,32.42,33812.83,1090059.26
2019-02-05,LTCUSD,33.61,34.06,33.26,33.94,14454.55,488580.3
2019-02-04,LTCUSD,33.07,34.2,33.07,33.61,12381.59,417203.82
2019-02-03,LTCUSD,34.17,34.54,32.61,33.07,15921.59,534467.22
2019-02-02,LTCUSD,32.43,34.61,32.2,34.17,16893.47,560646.42
2019-02-01,LTCUSD,31.18,33.24,30.5,32.43,32110.3,1023849.85
2019-01-31,LTCUSD,31.54,32.21,30.9,31.18,13511.7,427197.01
2019-01-30,LTCUSD,30.67,31.75,30.4,31.54,9018.61,281616.47
2019-01-29,LTCUSD,30.88,31.16,29.92,30.67,11632.97,356464.35
2019-01-28,LTCUSD,32.01,32.2,29.89,30.88,11584.09,358603.82
2019-01-27,LTCUSD,32.7,32.96,31.21,32.01,8779.08,283628.6
2019-01-26,LTCUSD,32.7,33.93,32.56,32.7,12717.66,420793.1
2019-01-25,LTCUSD,32.43,32.96,31.88,32.7,18021.77,581857.75
2019-01-24,LTCUSD,31.66,33.06,31.04,32.43,12865.18,415810.42
2019-01-23,LTCUSD,31.5,32.21,31.26,31.66,10610.71,336361.46
2019-01-22,LTCUSD,30.91,32.49,29.39,31.5,25000.09,778450.95
2019-01-21,LTCUSD,30.57,31.24,30.47,30.91,7134.0,219486.14
2019-01-20,LTCUSD,32.2,33.03,30.31,30.57,15150.4,473633.66
2019-01-19,LTCUSD,30.85,33.12,30.85,32.2,14478.66,465581.81
2019-01-18,LTCUSD,31.64,31.69,30.57,30.85,12790.77,397870.96
2019-01-17,LTCUSD,31.37,31.68,29.91,31.64,16050.92,495607.45
2019-01-16,LTCUSD,31.05,32.17,30.78,31.37,10028.71,313191.41
2019-01-15,LTCUSD,32,32.45,30.35,31.05,18311.0,579215.58
2019-01-14,LTCUSD,29.81,32.82,29.77,32,13734.35,433538.05
2019-01-13,LTCUSD,32.01,32.83,29.61,29.81,19726.14,613187.27
2019-01-12,LTCUSD,31.7,32.35,31.5,32.01,11016.58,352015.2
2019-01-11,LTCUSD,33.37,33.64,31.01,31.7,32161.17,1042048.05
2019-01-10,LTCUSD,38.5,39.18,32,33.37,63060.25,2201151.83
2019-01-09,LTCUSD,39.12,39.97,38.41,38.5,14788.54,579159.66
2019-01-08,LTCUSD,37.61,41.19,37.52,39.12,46658.17,1850985.29
2019-01-07,LTCUSD,38.88,39.47,37.21,37.61,20233.81,771740.71
2019-01-06,LTCUSD,34.51,40.09,34.15,38.88,43965.12,1648375.34
2019-01-05,LTCUSD,32.11,36.11,32.06,34.51,31399.39,1081381.15
2019-01-04,LTCUSD,31.56,32.67,31.01,32.11,11650.74,371390.36
2019-01-03,LTCUSD,32.97,33.09,30.99,31.56,8158.3,260767.44
2019-01-02,LTCUSD,31.7,33.55,31.4,32.97,16409.6,529660.32
2019-01-01,LTCUSD,29.77,32.04,29.53,31.7,14137.37,433608.33
2018-12-31,LTCUSD,31.58,31.69,29.43,29.77,17166.98,522147.35
2018-12-30,LTCUSD,30.44,31.94,30.03,31.58,13804.83,431049.18
2018-12-29,LTCUSD,32.14,33.17,30.2,30.44,18009.79,574967.99
2018-12-28,LTCUSD,27.75,33.55,27.75,32.14,37454.57,1155087.08
2018-12-27,LTCUSD,30.54,31.07,27.47,27.75,30412.28,879570.59
2018-12-26,LTCUSD,30.71,31.88,28.92,30.54,30042.49,908122.19
2018-12-25,LTCUSD,32.97,33.02,29.74,30.71,36112.02,1108021.75
2018-12-24,LTCUSD,33.08,36.61,32.52,32.97,60842.92,2123350.31
2018-12-23,LTCUSD,31.65,33.84,31.45,33.08,26796.02,878636.8
2018-12-22,LTCUSD,30.28,31.65,29.78,31.65,21512.33,658068.42
2018-12-21,LTCUSD,32.45,33.04,29.57,30.28,30673.0,953767.37
2018-12-20,LTCUSD,29.02,33.1,28.7,32.45,40684.95,1277409.89
2018-12-19,LTCUSD,30,31.56,28.6,29.02,40912.69,1236672.18
2018-12-18,LTCUSD,28.87,30.21,27.65,30,17880.22,517433.71
2018-12-17,LTCUSD,25.2,30.32,25.18,28.87,50574.71,1433356.03
2018-12-16,LTCUSD,23.34,26.59,23.34,25.2,29791.68,765275.71
2018-12-15,LTCUSD,23.13,23.78,22.87,23.34,15955.77,371386.93
2018-12-14,LTCUSD,22.82,23.47,22.26,23.13,32420.94,741495.63
2018-12-13,LTCUSD,24.01,24.15,22.68,22.82,16342.78,382212.17
2018-12-12,LTCUSD,23.17,24.93,23.02,24.01,25167.11,609624.33
2018-12-11,LTCUSD,23.98,24.37,22.74,23.33,23054.57,540695.87
2018-12-10,LTCUSD,25.29,25.63,23.47,23.98,26343.78,641221.71
2018-12-09,LTCUSD,24.2,26.58,24.13,25.29,33204.49,832286.38
2018-12-08,LTCUSD,24.79,26.42,22.87,24.2,34675.38,846069.41
2018-12-07,LTCUSD,26.2,26.31,22.25,24.79,50108.6,1231535.49
2018-12-06,LTCUSD,28.7,30.14,25.8,26.2,25900.06,723623.46
2018-12-05,LTCUSD,30.69,30.98,28.64,28.7,13254.84,393930.94
2018-12-04,LTCUSD,30.48,31.88,29.5,30.69,13597.95,419450.0
2018-12-03,LTCUSD,33.32,33.44,29.55,30.48,26255.29,820205.75
2018-12-02,LTCUSD,33.77,34.67,32.74,33.32,14140.53,475173.91
2018-12-01,LTCUSD,31.65,37,30.96,33.77,19480.2,645930.72
2018-11-30,LTCUSD,33.48,34.11,30.72,31.6,23270.73,753509.02
2018-11-29,LTCUSD,34.36,35.42,32.79,33.48,22066.32,747378.2
2018-11-28,LTCUSD,30.8,35.93,30.7,34.36,30034.31,1010113.24
2018-11-27,LTCUSD,29.05,31.6,28.22,30.8,23412.87,693686.41
2018-11-26,LTCUSD,30.39,31.73,27.55,29.05,39480.09,1174576.76
2018-11-25,LTCUSD,28.59,32.21,26.33,30.39,52958.52,1515088.06
2018-11-24,LTCUSD,31.77,32.9,27.88,28.59,28602.74,845717.02
2018-11-23,LTCUSD,31.38,32.77,30.31,31.77,22876.91,719110.03
2018-11-22,LTCUSD,34.37,34.54,31.1,31.38,16985.17,565457.92
2018-11-21,LTCUSD,32.33,34.37,31,34.37,26853.26,881844.92
2018-11-20,LTCUSD,35.81,37.45,30.23,32.33,65478.39,2176356.94
2018-11-19,LTCUSD,41.8,41.8,35,35.81,37166.54,1394101.1
2018-11-18,LTCUSD,41.44,43.01,41.44,41.8,6294.67,264173.1
2018-11-17,LTCUSD,41.74,41.8,41.12,41.44,8535.33,353959.69
2018-11-16,LTCUSD,43.38,43.57,41.35,41.74,11047.26,467951.73
2018-11-15,LTCUSD,42.75,43.67,39.66,43.38,22673.07,954422.47
2018-11-14,LTCUSD,48.91,49.91,40.22,42.75,45284.75,1952774.63
2018-11-13,LTCUSD,50.23,50.42,48.23,48.91,5002.96,247599.15
2018-11-12,LTCUSD,50.89,51.25,49.94,50.23,2839.78,143312.3
2018-11-11,LTCUSD,51.75,51.88,49.5,50.89,5230.6,265035.15
2018-11-10,LTCUSD,51.65,52.35,51.52,51.75,2677.81,139012.35
2018-11-09,LTCUSD,52.12,52.5,51.11,51.65,4734.28,245485.02
2018-11-08,LTCUSD,53.88,54.46,51.9,52.12,6816.73,361486.2
2018-11-07,LTCUSD,55.91,56.33,53.2,53.88,6072.04,333678.27
2018-11-06,LTCUSD,53.48,56.01,53.41,55.91,7190.48,391201.88
2018-11-05,LTCUSD,54.04,54.63,52.7,53.48,8077.71,430357.36
2018-11-04,LTCUSD,50.66,55.81,50.48,54.04,11799.63,633750.26
2018-11-03,LTCUSD,51.05,51.24,50.29,50.66,2523.65,128408.2
2018-11-02,LTCUSD,50.15,51.62,50.15,51.05,5250.11,267045.03
2018-11-01,LTCUSD,49.42,50.33,49.41,50.15,3501.96,174131.47
2018-10-31,LTCUSD,48.86,50.27,47.83,49.42,6283.32,308902.06
2018-10-30,LTCUSD,48.52,49.19,48.44,48.86,2927.56,142873.13
2018-10-29,LTCUSD,51.41,51.54,47.4,48.52,12936.23,634422.55
2018-10-28,LTCUSD,51.53,51.72,51.17,51.41,2392.58,123085.41
2018-10-27,LTCUSD,51.61,51.79,51.33,51.53,2297.16,118376.66
2018-10-26,LTCUSD,51.61,52.27,51.1,51.61,4439.33,229230.4
2018-10-25,LTCUSD,51.91,51.99,51.53,51.61,2057.69,106483.46
2018-10-24,LTCUSD,52.07,52.57,51.78,51.91,2329.42,121409.91
2018-10-23,LTCUSD,51.75,52.53,51.29,52.07,4515.63,234030.42
2018-10-22,LTCUSD,52.25,52.55,51.5,51.75,4231.6,219815.71
2018-10-21,LTCUSD,52.86,53.26,52.15,52.25,2125.93,112197.08
2018-10-20,LTCUSD,52.49,52.98,52,52.86,2069.46,108762.44
2018-10-19,LTCUSD,51.76,53.12,51.48,52.49,3823.93,200430.46
2018-10-18,LTCUSD,52.93,53.33,50.95,51.76,6979.61,363360.08
2018-10-17,LTCUSD,53.1,53.22,52.3,52.93,4907.8,258614.61
2018-10-16,LTCUSD,53.49,53.49,53.45,53.45,0.0,0.0
2018-10-15,LTCUSD,51.14,58.09,50.86,53.49,36879.39,1981009.92
2018-10-14,LTCUSD,52.84,53.35,50.85,51.14,5049.28,262989.22
2018-10-13,LTCUSD,52.84,53.88,52.42,52.84,5264.67,279181.29
2018-10-12,LTCUSD,50.62,53.22,49.82,52.84,11398.62,590723.59
2018-10-11,LTCUSD,57.58,57.58,49.82,50.62,20738.93,1078579.96
2018-10-10,LTCUSD,58.48,58.52,56.67,57.58,8218.84,471041.05
2018-10-09,LTCUSD,59.15,59.25,57.69,58.48,3875.02,226750.46
2018-10-08,LTCUSD,57.95,59.68,57.37,59.15,4859.83,286218.5
2018-10-07,LTCUSD,57.61,58.3,56.6,57.95,3776.58,217343.56
2018-10-06,LTCUSD,58.55,58.73,56.75,57.61,3697.8,212378.67
2018-10-05,LTCUSD,57.97,59.22,57.28,58.55,4495.12,260352.5
2018-10-04,LTCUSD,57.23,58.84,56.52,57.97,8980.13,522135.73
2018-10-03,LTCUSD,59.15,59.2,56.5,57.23,8565.04,493238.74
2018-10-02,LTCUSD,60.29,61.46,58.67,59.15,4743.11,285063.21
2018-10-01,LTCUSD,60.96,61.82,59.08,60.29,9359.32,563314.62
2018-09-30,LTCUSD,61.48,62.77,59.7,60.96,9693.75,590469.95
2018-09-29,LTCUSD,61.8,62.07,58.81,61.48,8233.96,499780.67
2018-09-28,LTCUSD,63.26,64.79,60.05,61.8,16844.86,1049013.86
2018-09-27,LTCUSD,57.17,65.48,56.66,63.26,24812.19,1540422.78
2018-09-26,LTCUSD,57.55,59.79,56.26,57.17,13633.78,793718.62
2018-09-25,LTCUSD,57.93,58.02,54.35,57.55,10676.95,599040.19
2018-09-24,LTCUSD,61.39,61.5,57.14,57.93,11893.88,698141.82
2018-09-23,LTCUSD,60.54,63.81,59.88,61.39,10417.44,645290.21
2018-09-22,LTCUSD,61,61.74,58.05,60.54,9261.84,558230.48
2018-09-21,LTCUSD,56.54,63,56.3,61,27113.49,1592258.9
2018-09-20,LTCUSD,54.2,57.35,53.36,56.54,8532.04,466293.96
2018-09-19,LTCUSD,54.34,55.03,51.54,54.2,8615.36,462090.5
2018-09-18,LTCUSD,52.19,55.38,50.51,54.34,10072.25,526585.47
2018-09-17,LTCUSD,56.71,57.91,51.31,52.19,12048.18,654892.97
2018-09-16,LTCUSD,56.28,57.42,54.28,56.71,4459.45,250123.76
2018-09-15,LTCUSD,56.57,58.72,55.72,56.28,4437.57,254626.87
2018-09-14,LTCUSD,54.61,58.92,52.88,56.57,12537.76,699529.43
2018-09-13,LTCUSD,51.71,55.28,51.7,54.61,13194.99,710063.09
2018-09-12,LTCUSD,51.9,52,47.04,51.71,14795.89,734683.91
2018-09-11,LTCUSD,54.29,54.71,50,51.9,10186.91,537222.95
2018-09-10,LTCUSD,54.54,56.39,53.05,54.29,6143.9,333794.9
2018-09-09,LTCUSD,53.09,56.59,52.06,54.54,5855.23,318232.33
2018-09-08,LTCUSD,55.67,57.15,51.9,53.09,4915.0,263090.15
2018-09-07,LTCUSD,57.42,58.27,55.06,55.67,4537.82,256171.3
2018-09-06,LTCUSD,57.58,57.64,53.9,57.42,13786.26,766013.23
2018-09-05,LTCUSD,67.6,68.09,57.4,57.58,19261.04,1199732.87
2018-09-04,LTCUSD,65.23,69.27,65.23,67.6,7486.03,504955.07
2018-09-03,LTCUSD,66.29,66.36,64.34,65.23,5354.63,348280.27
2018-09-02,LTCUSD,66.44,67,64.15,66.29,5269.88,345751.63
2018-09-01,LTCUSD,62.16,67.72,62.07,66.44,10468.46,674888.25
2018-08-31,LTCUSD,60.12,62.61,59.44,62.16,5894.65,358117.59
2018-08-30,LTCUSD,61.5,61.6,58.61,60.12,5305.74,318079.55
2018-08-29,LTCUSD,63.14,63.35,60.27,61.5,7444.0,460587.25
2018-08-28,LTCUSD,60.5,63.7,59.75,63.14,7640.08,469333.7
2018-08-27,LTCUSD,57.02,61.02,56.6,60.5,7095.0,415983.12
2018-08-26,LTCUSD,57.94,58,55.92,57.02,3408.94,193089.5
2018-08-25,LTCUSD,57.94,58.37,57.06,57.94,1863.31,107860.75
2018-08-24,LTCUSD,57.26,58.21,55.64,57.94,4135.34,236575.8
2018-08-23,LTCUSD,55.18,57.81,54.9,57.26,4836.79,270682.38
2018-08-22,LTCUSD,56.4,59.26,53.88,55.18,17022.81,956913.27
2018-08-21,LTCUSD,53.41,56.71,53.26,56.4,5841.97,321598.38
2018-08-20,LTCUSD,57.86,58.63,53.21,53.41,14468.54,802025.74
2018-08-19,LTCUSD,57.19,58.91,56.33,57.86,3100.63,178397.39
2018-08-18,LTCUSD,61.9,62.22,55.35,57.19,6041.29,351004.2
2018-08-17,LTCUSD,55.32,61.9,55.02,61.9,10362.17,604337.81
2018-08-16,LTCUSD,54.32,57.61,54.13,55.32,9340.02,520728.16
2018-08-15,LTCUSD,54.35,59.31,53.89,54.32,25973.35,1451733.65
2018-08-14,LTCUSD,56.5,56.5,49.36,54.35,26083.55,1356082.54
2018-08-13,LTCUSD,59.32,60.5,55.66,56.5,6906.45,396041.14
2018-08-12,LTCUSD,55.65,55.65,55.65,55.65,0.0,0.0
2018-08-11,LTCUSD,58.92,59.19,55.12,55.65,6704.23,379354.66
2018-08-10,LTCUSD,63.28,63.28,58.16,58.92,10455.9,639149.67
2018-08-09,LTCUSD,62.09,64.99,60.28,63.28,9982.77,629833.99
2018-08-08,LTCUSD,67.35,67.47,61,62.09,19535.16,1261960.05
2018-08-07,LTCUSD,73.57,75,66.79,67.35,10439.27,740561.73
2018-08-06,LTCUSD,74.56,76.73,72.38,73.57,4335.56,323409.07
2018-08-05,LTCUSD,73.05,74.67,72.26,74.56,2391.77,175953.31
2018-08-04,LTCUSD,77.68,78,72.14,73.05,4193.35,312315.9
2018-08-03,LTCUSD,76.12,77.98,74.76,77.68,6228.96,473361.93
2018-08-02,LTCUSD,77.48,78.26,75.54,76.12,4119.04,315084.58
2018-08-01,LTCUSD,78.75,78.92,75.57,77.48,6127.45,473643.65
2018-07-31,LTCUSD,82.27,82.44,76.15,78.75,9045.85,708942.25
2018-07-30,LTCUSD,83.92,84.59,79.73,82.27,7735.39,631366.74
2018-07-29,LTCUSD,84.21,85.09,83.34,83.92,2456.09,206566.91
2018-07-28,LTCUSD,84.2,84.54,82.43,84.21,2821.6,235763.22
2018-07-27,LTCUSD,83.56,84.96,81.38,84.2,6333.02,527325.8
2018-07-26,LTCUSD,86.22,87.89,82.78,83.56,5589.27,479690.8
2018-07-25,LTCUSD,89.24,90.57,84.81,86.22,7306.36,636683.27
2018-07-24,LTCUSD,81.52,89.61,80.94,89.24,15410.64,1320476.1
2018-07-23,LTCUSD,82.33,85.71,81.27,81.52,7054.03,590857.9
2018-07-22,LTCUSD,83.49,83.99,81.55,82.33,5196.93,432177.93
2018-07-21,LTCUSD,81.63,84.61,79.28,83.49,8789.89,727672.82
2018-07-20,LTCUSD,86.1,86.58,81.1,81.63,10957.51,918648.59
2018-07-19,LTCUSD,86.24,88.74,85,86.1,6411.33,556876.12
2018-07-18,LTCUSD,88.69,94.48,85.2,86.24,14254.14,1293232.59
2018-07-17,LTCUSD,83.95,90.23,81.35,88.69,12433.11,1080766.69
2018-07-16,LTCUSD,78.48,84.12,77.58,83.95,10133.38,831349.73
2018-07-15,LTCUSD,76.37,79.4,75.32,78.48,5070.04,389512.84
2018-07-14,LTCUSD,76.6,77.49,75.57,76.37,2161.65,165024.74
2018-07-13,LTCUSD,76.85,78.44,75.25,76.6,10603.94,815556.11
2018-07-12,LTCUSD,78.1,78.11,74.35,76.85,4321.69,327515.33
2018-07-11,LTCUSD,75.97,80.84,75.54,78.1,8438.67,654343.24
2018-07-10,LTCUSD,80.12,80.41,74.5,75.97,8767.99,677793.62
2018-07-09,LTCUSD,82.22,83.01,80.06,80.12,5087.51,415584.98
2018-07-08,LTCUSD,84.98,86.01,81.93,82.22,4711.42,396873.6
2018-07-07,LTCUSD,83.4,85.28,79.53,84.98,6692.54,547425.87
2018-07-06,LTCUSD,83.21,84.25,80.71,83.4,5453.53,449023.29
2018-07-05,LTCUSD,84.99,86.83,81.92,83.21,8263.92,697838.7
2018-07-04,LTCUSD,85,89.23,83.34,84.99,6206.76,532961.19
2018-07-03,LTCUSD,85.39,89.88,84.07,85,12067.07,1049082.79
2018-07-02,LTCUSD,79.85,86.74,78.42,85.39,8506.57,703489.42
2018-07-01,LTCUSD,81.06,81.44,77.82,79.85,3376.31,268167.96
2018-06-30,LTCUSD,78.96,84.07,78.96,81.06,9403.73,767722.14
2018-06-29,LTCUSD,74.11,80.67,72.58,78.96,13746.37,1042816.21
2018-06-28,LTCUSD,80.78,81.34,73.93,74.11,6631.84,514535.12
2018-06-27,LTCUSD,75.65,81.87,75,80.78,8419.3,664916.49
2018-06-26,LTCUSD,81.51,82.43,75.46,75.65,6833.79,542066.88
2018-06-25,LTCUSD,80.53,84.24,78.82,81.51,13902.02,1135498.28
2018-06-24,LTCUSD,82.9,83.74,73.33,80.53,19618.4,1543412.58
2018-06-23,LTCUSD,84.77,86.79,81.57,82.9,4435.8,371953.51
2018-06-22,LTCUSD,96.61,96.82,80.31,84.77,17733.65,1536828.93
2018-06-21,LTCUSD,97.99,99.27,96,96.61,3633.53,354393.94
2018-06-20,LTCUSD,98.61,98.94,95.24,97.99,4650.41,450205.68
2018-06-19,LTCUSD,98.78,101.52,96.98,98.61,6592.21,650823.09
2018-06-18,LTCUSD,94.93,99.92,93.11,98.78,9995.23,964651.22
2018-06-17,LTCUSD,97.26,97.98,94.55,94.93,3442.86,332690.98
2018-06-16,LTCUSD,95.45,97.41,92.79,97.26,7682.78,737125.53
2018-06-15,LTCUSD,100.89,100.91,94.76,95.45,7811.77,764297.46
2018-06-14,LTCUSD,93.74,102.88,92.56,100.89,11514.43,1123661.69
2018-06-13,LTCUSD,99.94,100.1,88.69,93.74,21885.11,2044163.77
2018-06-12,LTCUSD,107.07,108,97.46,99.94,13852.74,1414132.58
2018-06-11,LTCUSD,106.35,108.5,103,107.07,16892.39,1783599.8
2018-06-10,LTCUSD,117.29,117.29,102.87,106.35,25975.18,2820383.96
2018-06-09,LTCUSD,119.94,120.81,116.41,117.29,4817.34,572532.65
2018-06-08,LTCUSD,121.27,122.06,118.27,119.94,3744.32,448003.75
2018-06-07,LTCUSD,121.34,123.38,119.16,121.27,5985.68,726957.76
2018-06-06,LTCUSD,122,122.73,118.33,121.34,6102.14,738427.89
2018-06-05,LTCUSD,119.66,122.33,116.02,122,7897.95,940385.28
2018-06-04,LTCUSD,125.2,126.77,118,119.66,8742.21,1056882.81
2018-06-03,LTCUSD,123.33,127.9,122.21,125.2,9749.57,1227485.92
2018-06-02,LTCUSD,119.76,124.52,118.62,123.33,7805.58,952894.53
2018-06-01,LTCUSD,118.18,120.25,116.68,119.76,6530.34,774954.51
2018-05-31,LTCUSD,117.2,120.99,116.12,118.18,6031.79,717430.13
2018-05-30,LTCUSD,119.27,122.63,114.98,117.2,10163.6,1200406.24
2018-05-29,LTCUSD,111.11,122.7,109.35,119.27,11819.54,1383415.95
2018-05-28,LTCUSD,117.71,119.06,110.22,111.11,13726.9,1559587.06
2018-05-27,LTCUSD,118.2,118.67,116.28,117.71,3999.62,468663.03
2018-05-26,LTCUSD,119,122.38,117.46,118.2,2284.81,274693.64
2018-05-25,LTCUSD,122.65,124.21,117.01,119,6023.22,722319.85
2018-05-24,LTCUSD,118.61,124.65,114.94,122.65,9236.97,1106424.59
2018-05-23,LTCUSD,128.24,129.17,116.12,118.61,15596.3,1895299.15
2018-05-22,LTCUSD,134.18,136.08,126.94,128.24,5025.12,661445.38
2018-05-21,LTCUSD,140.1,140.1,133.27,134.18,4762.87,648042.92
2018-05-20,LTCUSD,135.11,141.01,132.5,140.1,7093.14,984508.09
2018-05-19,LTCUSD,135.97,137.73,133.1,135.11,4071.78,551489.57
2018-05-18,LTCUSD,132.08,137.71,128.89,135.97,14573.83,1930395.03
2018-05-17,LTCUSD,139.2,141.32,131.37,132.08,10613.48,1450341.89
2018-05-16,LTCUSD,139.19,140.81,134.34,139.2,10913.35,1497873.13
2018-05-15,LTCUSD,147.45,149.61,137.51,139.19,9940.55,1424813.09
2018-05-14,LTCUSD,144.31,153.12,134.64,147.45,27717.21,4043019.8
2018-05-13,LTCUSD,141.47,146.76,136.42,144.31,8157.66,1159797.3
2018-05-12,LTCUSD,135.86,144.46,131.3,141.47,12569.27,1743952.01
2018-05-11,LTCUSD,148.18,148.41,133.2,135.86,28250.97,3997454.76
2018-05-10,LTCUSD,156.45,160.49,147.67,148.18,10149.47,1562586.39
2018-05-09,LTCUSD,158.8,160.22,150.98,156.45,12365.24,1926293.31
2018-05-08,LTCUSD,164.43,168.46,156.9,158.8,20298.2,3256953.04
2018-05-07,LTCUSD,171.56,171.7,157.55,164.43,29249.19,4793674.19
2018-05-06,LTCUSD,177.56,183.57,165.05,171.56,19335.14,3318911.78
2018-05-05,LTCUSD,169,183.01,167.85,177.56,25392.51,4455114.79
2018-05-04,LTCUSD,161.39,171.84,157.97,169,25599.32,4166969.7
2018-05-03,LTCUSD,151.5,164.89,150.43,161.39,26010.36,4117082.42
2018-05-02,LTCUSD,148.34,153.94,146.18,151.5,9189.76,1366746.53
2018-05-01,LTCUSD,148.38,148.87,143.22,148.34,23171.55,3364339.21
2018-04-30,LTCUSD,153.44,154.49,146.82,148.38,10963.31,1647669.25
