Date,Symbol,Open,High,Low,Close,Volume LTC,Volume USD
2018-04-29,LTCUSD,151.62,156.19,147.94,153.44,11984.23,1824847.72
2018-04-28,LTCUSD,146.02,153.5,145,151.62,18574.93,2788948.17
2018-04-27,LTCUSD,153.3,153.83,145.03,146.02,14445.38,2167961.03
2018-04-26,LTCUSD,144.63,154.48,141.96,153.3,12963.57,1895397.23
2018-04-25,LTCUSD,165.27,165.27,142.66,144.63,46810.55,7076659.93
2018-04-24,LTCUSD,152.59,166.21,152.59,165.27,28940.94,4679650.84
2018-04-23,LTCUSD,146.72,153.86,146.64,152.59,12714.31,1924105.28
2018-04-22,LTCUSD,148.97,153.75,144.99,146.72,13930.68,2084070.97
2018-04-21,LTCUSD,155.55,157.05,141.4,148.97,21867.48,3262644.21
2018-04-20,LTCUSD,146.53,156.6,143.25,155.55,29393.62,4408750.8
2018-04-19,LTCUSD,140.21,147.63,138.82,146.53,14437.78,2056446.97
2018-04-18,LTCUSD,132.59,141.63,131.91,140.21,15679.12,2149007.21
2018-04-17,LTCUSD,128.78,140.12,128.73,132.59,25242.02,3411457.79
2018-04-16,LTCUSD,132.84,133.29,125.15,128.78,15778.83,2015262.81
2018-04-15,LTCUSD,126.13,134.68,126.13,132.84,14417.62,1888261.05
2018-04-14,LTCUSD,125.21,130,124.58,126.13,11285.7,1433474.14
2018-04-13,LTCUSD,129.9,133.73,124,125.21,33605.5,4338426.47
2018-04-12,LTCUSD,117.97,130.89,113.12,129.9,41789.68,5069007.16
2018-04-11,LTCUSD,113.96,119.76,113.1,117.97,10230.58,1179322.48
2018-04-10,LTCUSD,114.85,115.04,111.55,113.96,7550.53,855728.01
2018-04-09,LTCUSD,117.75,122.78,112.69,114.85,17769.29,2075710.06
2018-04-08,LTCUSD,115.97,118.37,114.95,117.75,7906.01,922843.53
2018-04-07,LTCUSD,112.79,119.85,112.69,115.97,13624.46,1599757.28
2018-04-06,LTCUSD,118.39,120.11,111.63,112.79,16532.94,1884112.07
2018-04-05,LTCUSD,118.29,122,113.15,118.39,21441.77,2535330.12
2018-04-04,LTCUSD,133.87,134.64,115.07,118.29,33020.11,4040560.56
2018-04-03,LTCUSD,118.89,159.65,117.99,133.87,32880.49,4219848.39
2018-04-02,LTCUSD,115,122,114.25,118.89,20008.33,2387800.09
2018-04-01,LTCUSD,115.84,117.59,109.33,115,17292.63,1954119.17
2018-03-31,LTCUSD,118.07,124.41,115.17,115.84,16711.09,2002644.79
2018-03-30,LTCUSD,114.4,125.94,109,118.07,32879.69,3837519.72
2018-03-29,LTCUSD,131.54,132.35,112.02,114.4,54555.97,6532065.72
2018-03-28,LTCUSD,134.62,139.64,130.11,131.54,19283.44,2586430.4
2018-03-27,LTCUSD,148.1,149.32,134.62,134.62,33828.37,4752438.19
2018-03-26,LTCUSD,160.17,160.7,141.7,148.1,30355.65,4510867.48
2018-03-25,LTCUSD,158.29,162.92,157.13,160.17,7333.71,1171249.15
2018-03-24,LTCUSD,168.82,169.8,158.29,158.29,9777.33,1610205.23
2018-03-23,LTCUSD,163.34,168.82,156.67,168.82,14089.8,2263849.51
2018-03-22,LTCUSD,168.67,172.34,159.49,163.34,17496.95,2892217.83
2018-03-21,LTCUSD,168.73,175.17,165.45,168.67,22325.92,3815180.23
2018-03-20,LTCUSD,161.23,173.37,155.31,168.73,24261.21,3978213.29
2018-03-19,LTCUSD,153.24,163.81,150.62,161.23,23919.13,3750479.06
2018-03-18,LTCUSD,152.24,156.8,137.01,153.24,42569.56,6184326.54
2018-03-17,LTCUSD,164.65,165.35,150.4,152.24,19835.85,3135116.97
2018-03-16,LTCUSD,163.48,171.72,157.82,164.65,16169.0,2663348.26
2018-03-15,LTCUSD,160.24,167.35,150,163.48,31169.61,4959723.5
2018-03-14,LTCUSD,175.35,177.72,156.18,160.24,25114.02,4134222.55
2018-03-13,LTCUSD,177.68,182,171,175.35,18474.5,3248851.74
2018-03-12,LTCUSD,188.36,193,173.81,177.68,23045.87,4213649.97
2018-03-11,LTCUSD,176.47,193.81,170.6,188.36,37137.0,6773677.2
2018-03-10,LTCUSD,185.99,195.2,174.31,176.47,20651.77,3837068.21
2018-03-09,LTCUSD,175.35,190,159.11,185.99,56396.19,9810107.78
2018-03-08,LTCUSD,185.45,189,174.5,175.35,33828.48,6081803.47
2018-03-07,LTCUSD,195.54,199.75,174.3,185.45,38705.98,7160778.41
2018-03-06,LTCUSD,210.5,210.5,191.79,195.54,20140.51,4051425.12
2018-03-05,LTCUSD,213.7,216.4,208.25,210.5,10101.16,2147134.2
2018-03-04,LTCUSD,209.81,215.42,204.62,213.7,13230.82,2768926.79
2018-03-03,LTCUSD,212.31,218.1,208.72,209.81,18751.24,4029395.46
2018-03-02,LTCUSD,209.05,213.77,203.95,212.31,10603.37,2201401.9
2018-03-01,LTCUSD,201.84,215.5,200.3,209.05,21956.6,4583161.92
2018-02-28,LTCUSD,215,223.99,201.03,201.84,19210.74,4068447.87
2018-02-27,LTCUSD,218.78,223.75,212.15,215,21771.18,4733712.6
2018-02-26,LTCUSD,218.27,262,214.5,218.78,63952.68,14337698.79
2018-02-25,LTCUSD,206.34,223.28,200.01,218.27,41945.19,8861330.11
2018-02-24,LTCUSD,207.13,218.52,194.67,206.34,37112.6,7610869.55
2018-02-23,LTCUSD,193.24,215.72,182,207.13,45511.88,9066666.1
2018-02-22,LTCUSD,210.36,222.59,188.03,193.24,45199.18,9198462.07
2018-02-21,LTCUSD,228.73,232.56,205.01,210.36,51627.15,11183182.05
2018-02-20,LTCUSD,222.68,252.63,221.09,228.73,65585.95,15648675.37
2018-02-19,LTCUSD,214.3,226.99,214.2,222.68,16169.29,3607511.36
2018-02-18,LTCUSD,229.96,232,212.48,214.3,30656.01,6849507.05
2018-02-17,LTCUSD,228.88,234,225,229.96,21191.0,4850083.72
2018-02-16,LTCUSD,222.07,236.9,210.01,228.88,45253.9,10113060.67
2018-02-15,LTCUSD,212.79,236.86,207.64,222.07,79097.66,17668825.05
2018-02-14,LTCUSD,158.82,220.79,158.82,212.79,98106.8,18996868.55
2018-02-13,LTCUSD,161.64,162.31,152.76,158.82,11610.51,1828110.72
2018-02-12,LTCUSD,148.4,163.67,148.4,161.64,24911.0,3951477.75
2018-02-11,LTCUSD,154.51,155.79,140.75,148.4,21879.2,3249998.82
2018-02-10,LTCUSD,164.83,169.54,147.01,154.51,32073.33,5140008.38
2018-02-09,LTCUSD,149.5,164.83,141.9,164.83,26454.92,4054724.54
2018-02-08,LTCUSD,137.5,151,137.3,149.5,32701.84,4777817.35
2018-02-07,LTCUSD,141.91,159.49,129.94,137.5,67374.38,9816272.93
2018-02-06,LTCUSD,122.6,148,103.02,141.91,117737.23,14369535.93
2018-02-05,LTCUSD,147.07,154.9,115.5,122.6,110517.3,14707443.15
2018-02-04,LTCUSD,160.7,174.4,135.88,147.07,76634.04,11890052.63
2018-02-03,LTCUSD,131.08,165.4,117.97,160.7,45712.26,6632750.62
2018-02-02,LTCUSD,140.84,147,101,131.08,64977.72,8117032.45
2018-02-01,LTCUSD,162.3,164.87,127,140.84,48969.69,7125792.18
2018-01-31,LTCUSD,163.63,166,155,162.3,22457.69,3601043.04
2018-01-30,LTCUSD,180.26,180.67,160,163.63,29902.27,5064375.82
2018-01-29,LTCUSD,192.16,193.05,177.79,180.26,14508.9,2645738.96
2018-01-28,LTCUSD,180.2,193.65,180,192.16,19470.87,3633183.93
2018-01-27,LTCUSD,175.39,184.07,173.68,180.2,18099.33,3252337.82
2018-01-26,LTCUSD,179.05,182.7,165.37,175.39,21551.26,3743056.91
2018-01-25,LTCUSD,180.99,185,175,179.05,17826.93,3217852.34
2018-01-24,LTCUSD,177.32,186.13,173,180.99,20442.67,3662104.25
2018-01-23,LTCUSD,180.01,187.39,165.25,177.32,26835.97,4749379.97
2018-01-22,LTCUSD,190.93,195.85,165.1,180.01,32850.56,5935275.85
2018-01-21,LTCUSD,211.75,211.75,182.81,190.93,20428.99,3965586.09
2018-01-20,LTCUSD,194.41,216.6,194.41,211.75,37150.05,7681705.12
2018-01-19,LTCUSD,192.67,203.92,187.77,194.41,28380.42,5541658.87
2018-01-18,LTCUSD,187.5,210,177.06,192.67,48080.11,9317778.14
2018-01-17,LTCUSD,190.73,204.98,137.86,187.5,90762.15,15855831.53
2018-01-16,LTCUSD,231.55,232.75,150.4,190.73,80692.95,15753615.6
2018-01-15,LTCUSD,239,247.48,231.01,231.55,22148.71,5305699.3
2018-01-14,LTCUSD,261.85,280,232,239,39133.22,9741617.7
2018-01-13,LTCUSD,230.68,230.68,230.68,230.68,0.0,0.0
2018-01-12,LTCUSD,230.68,230.68,230.68,230.68,0.0,0.0
2018-01-11,LTCUSD,251.83,254,216.02,230.68,10993.65,2545432.07
2018-01-10,LTCUSD,246.85,254.97,231.75,251.83,17473.4,4223415.56
2018-01-09,LTCUSD,254.96,290,239,246.85,17489.29,4433632.18
2018-01-08,LTCUSD,266.55,271.45,226,254.96,19934.5,5087777.42
2018-01-07,LTCUSD,280.53,286.76,252.4,266.55,13619.89,3766862.82
2018-01-06,LTCUSD,240.45,305,240,280.53,43481.76,12213921.87
2018-01-05,LTCUSD,240,260,236,240.45,22357.57,5466043.86
2018-01-04,LTCUSD,243,246.92,225,240,27422.8,6469641.15
2018-01-03,LTCUSD,254.6,261.49,240.51,243,18211.22,4554847.98
2018-01-02,LTCUSD,225.63,265,225.01,254.6,22425.44,5549587.31
2018-01-01,LTCUSD,230.3,237.77,217.87,225.63,14788.13,3363757.17
2017-12-31,LTCUSD,212.12,236,207.13,230.3,13244.65,2921539.22
2017-12-30,LTCUSD,240.08,242.78,202.2,212.12,31215.25,6893588.39
2017-12-29,LTCUSD,249.45,283,225,242.41,28507.9,7098674.89
2017-12-28,LTCUSD,264.87,266.87,220,249.45,22203.91,5427711.1
2017-12-27,LTCUSD,279.81,286.76,251.26,264.87,16301.22,4423588.59
2017-12-26,LTCUSD,265.89,285,263.06,279.81,13444.93,3735438.14
2017-12-25,LTCUSD,264.89,282.32,258.78,265.89,10462.73,2831915.06
2017-12-24,LTCUSD,276.72,292.75,240,264.89,19523.43,5095153.7
2017-12-23,LTCUSD,258.63,310,253.19,276.72,32678.33,9274575.88
2017-12-22,LTCUSD,297.14,302.69,195,258.63,48266.49,12215745.49
2017-12-21,LTCUSD,298,320,275,297.14,28994.37,8671359.31
2017-12-20,LTCUSD,341.64,344.56,285,298,38278.67,11952167.22
2017-12-19,LTCUSD,353.65,369,310,341.64,28528.8,9937043.13
2017-12-18,LTCUSD,312.78,360.94,300,353.65,28832.42,9347474.82
2017-12-17,LTCUSD,296.17,325.48,296.17,312.78,24810.27,7747999.84
2017-12-16,LTCUSD,299,307.91,285,296.17,18322.85,5466312.43
2017-12-15,LTCUSD,271.94,313.91,250,299,39932.17,11207987.71
2017-12-14,LTCUSD,294.61,307.13,262.5,271.94,30772.96,8782970.39
2017-12-13,LTCUSD,290.54,329,260,294.61,48793.74,14657498.16
2017-12-12,LTCUSD,210.69,349,200.5,290.54,103023.33,27965016.25
2017-12-11,LTCUSD,144.39,219.99,143.16,210.69,93118.84,17276278.26
2017-12-10,LTCUSD,148.49,155.99,125.56,144.39,38281.86,5489186.45
2017-12-09,LTCUSD,119.84,168,119.84,148.49,64549.37,9324134.81
2017-12-08,LTCUSD,92.98,125.5,90.5,119.84,73645.58,8177764.59
2017-12-07,LTCUSD,97.87,100,90.1,92.98,32689.9,3128565.56
2017-12-06,LTCUSD,101,103.45,96.01,97.87,24037.48,2421847.41
2017-12-05,LTCUSD,103.1,104,100.33,101,17732.29,1812082.61
2017-12-04,LTCUSD,100.43,103.22,98.3,103.1,15292.61,1535187.55
2017-12-03,LTCUSD,98.76,104,98.01,100.43,23562.51,2379280.4
2017-12-02,LTCUSD,97.43,102.78,97,98.76,31367.42,3120111.63
2017-12-01,LTCUSD,87.59,100,82,97.43,45945.72,4220712.4
2017-11-30,LTCUSD,83.95,91.99,78.21,87.59,43497.4,3717449.65
2017-11-29,LTCUSD,92.87,102.49,70.02,83.95,82094.38,7662657.73
2017-11-28,LTCUSD,89.84,93.68,88,92.87,31573.07,2874713.77
2017-11-27,LTCUSD,84.01,90.3,83.75,89.84,28980.98,2550127.46
2017-11-26,LTCUSD,87.16,88.34,81,84.01,29751.1,2528612.42
2017-11-25,LTCUSD,75.99,88.38,75.67,87.16,45336.18,3682681.62
2017-11-24,LTCUSD,73.01,76,71.01,75.66,29815.34,2203432.55
2017-11-23,LTCUSD,71.88,75.78,70.21,73.01,39360.28,2900903.13
2017-11-22,LTCUSD,70.19,71.99,69.21,71.88,19661.32,1393697.76
2017-11-21,LTCUSD,72,72.5,67,70.19,32185.27,2268441.69
2017-11-20,LTCUSD,71.08,73.05,70.53,72,36398.38,2615625.53
2017-11-19,LTCUSD,69.5,73,68.21,71.08,24014.73,1691385.59
2017-11-18,LTCUSD,67.75,69.59,65.06,69.5,19089.03,1282994.53
2017-11-17,LTCUSD,70,70,64.01,67.75,33486.2,2265035.88
2017-11-16,LTCUSD,63.26,74.7,62,70,48308.69,3163673.53
2017-11-15,LTCUSD,63.22,64.8,62.49,63.26,30859.85,1965215.99
2017-11-14,LTCUSD,61.03,65,60.94,63.22,28032.75,1754148.15
2017-11-13,LTCUSD,58.1,62.6,57.71,61.03,35834.54,2161561.5
2017-11-12,LTCUSD,61.88,62.23,56.61,58.1,44012.93,2589769.98
2017-11-11,LTCUSD,58.8,63.99,56,61.88,47608.17,2894541.83
2017-11-10,LTCUSD,64.24,65.9,55.78,58.8,53729.12,3297154.46
2017-11-09,LTCUSD,62.16,66.95,61.81,64.24,47142.33,3016840.22
2017-11-08,LTCUSD,60.6,63.93,59.73,62.16,67766.73,4153519.9
2017-11-07,LTCUSD,54.61,63.5,54.3,60.6,93135.05,5341354.56
2017-11-06,LTCUSD,54.42,55.53,53.06,54.61,32192.15,1759445.46
2017-11-05,LTCUSD,54.89,55.2,53.06,54.42,8234.6,447736.8
2017-11-04,LTCUSD,55.98,56.21,54,54.89,14311.25,790525.33
2017-11-03,LTCUSD,54.19,57.29,53.51,55.98,28538.82,1563557.41
2017-11-02,LTCUSD,53.46,54.88,50.5,54.19,39074.39,2040360.33
2017-11-01,LTCUSD,55.47,55.7,53.01,53.46,22844.25,1252238.02
2017-10-31,LTCUSD,56.29,56.6,55,55.47,12712.21,711891.35
2017-10-30,LTCUSD,56.75,58.01,55.7,56.29,15741.7,895788.59
2017-10-29,LTCUSD,54.24,57.5,53.02,56.75,37811.4,2087131.28
2017-10-28,LTCUSD,55.17,55.87,54,54.24,6603.4,361381.24
2017-10-27,LTCUSD,55.56,56.17,55,55.17,8895.9,491861.81
2017-10-26,LTCUSD,56.39,57.5,55.01,55.56,10819.08,608527.87
2017-10-25,LTCUSD,55.99,57.23,54.1,56.39,17109.38,947129.16
2017-10-24,LTCUSD,54.66,59.9,53.3,55.99,32020.03,1835984.04
2017-10-23,LTCUSD,56.69,57.04,53,54.66,25330.8,1380962.54
2017-10-22,LTCUSD,58.11,58.78,56.03,56.69,8825.01,504878.95
2017-10-21,LTCUSD,60.04,60.22,56.5,58.11,19200.27,1119788.58
2017-10-20,LTCUSD,59.8,62.8,58.5,60.04,23443.85,1419886.93
2017-10-19,LTCUSD,60.89,61.5,58.37,59.8,17180.14,1029740.03
2017-10-18,LTCUSD,59.37,62.49,53,60.89,41657.88,2395888.59
2017-10-17,LTCUSD,64.6,64.87,58,59.37,26030.76,1582092.59
2017-10-16,LTCUSD,65.31,66,62.5,64.6,24627.57,1584967.24
2017-10-15,LTCUSD,63.8,69.62,62.11,65.31,53501.92,3499396.35
2017-10-14,LTCUSD,58.8,66.4,58.04,63.8,58563.03,3660343.36
2017-10-13,LTCUSD,59.39,60.83,55.2,58.8,66490.74,3871849.75
2017-10-12,LTCUSD,50.75,61.23,50.54,59.39,81427.73,4529159.28
2017-10-11,LTCUSD,50.62,51.23,49.5,50.75,16685.22,841962.48
2017-10-10,LTCUSD,50.08,51.64,48.2,50.62,24713.7,1242562.47
2017-10-09,LTCUSD,53.14,53.33,48.11,50.08,24795.6,1258161.99
2017-10-08,LTCUSD,52.52,54.48,52,53.14,20670.56,1104461.96
2017-10-07,LTCUSD,52.08,52.86,51.38,52.52,8991.6,467342.8
2017-10-06,LTCUSD,51.66,52.97,51.05,52.08,11547.36,602244.27
2017-10-05,LTCUSD,51.01,52,50,51.66,18266.8,934174.06
2017-10-04,LTCUSD,52.14,53.41,50.5,51.01,19687.27,1014240.81
2017-10-03,LTCUSD,53.18,53.63,51.21,52.14,27887.55,1450391.61
2017-10-02,LTCUSD,54.68,55.22,53.01,53.18,17419.02,943892.89
2017-10-01,LTCUSD,55.65,55.69,53.35,54.68,20075.41,1093376.41
2017-09-30,LTCUSD,52.92,56.12,52.81,55.65,18782.26,1034913.78
2017-09-29,LTCUSD,55.12,55.15,50.16,52.92,47583.66,2515010.32
2017-09-28,LTCUSD,57,57.97,53.75,55.12,62497.7,3475561.31
2017-09-27,LTCUSD,52,57.48,52,57,51530.64,2833649.69
2017-09-26,LTCUSD,52.37,54.3,51.3,52,38302.14,2027728.28
2017-09-25,LTCUSD,47.69,53.42,47.31,52.37,47081.43,2410163.9
2017-09-24,LTCUSD,49.5,49.65,47.23,47.69,16043.46,775721.36
2017-09-23,LTCUSD,47.8,51.01,46.5,49.5,30236.68,1486901.74
2017-09-22,LTCUSD,46.71,48.99,45.02,47.8,40142.22,1879739.97
2017-09-21,LTCUSD,51.25,52.45,45.5,46.71,75370.49,3704605.07
2017-09-20,LTCUSD,53.09,54.22,50.86,51.25,28644.46,1510665.43
2017-09-19,LTCUSD,56.13,56.8,51.28,53.09,89364.21,4832394.14
2017-09-18,LTCUSD,51.21,58.48,51.15,56.13,103374.19,5654919.86
2017-09-17,LTCUSD,52.22,53.19,48.04,51.21,77470.99,3953536.83
2017-09-16,LTCUSD,52.2,58.67,50.05,52.22,104284.45,5535476.02
2017-09-15,LTCUSD,45.49,56,35.11,52.2,200071.96,9598125.95
2017-09-14,LTCUSD,61.88,62.88,45.3,45.49,150265.54,7797776.46
2017-09-13,LTCUSD,66.43,66.44,56.8,61.88,111603.34,6842832.97
2017-09-12,LTCUSD,68.46,72.6,65.1,66.43,44620.43,3082928.95
2017-09-11,LTCUSD,67.84,71.99,65.2,68.46,39455.19,2709343.95
2017-09-10,LTCUSD,71.99,72,65,67.84,48990.63,3318387.11
2017-09-09,LTCUSD,74.1,75,70.11,71.99,25286.99,1831201.11
2017-09-08,LTCUSD,81.07,82.5,68,74.1,73212.3,5542576.24
2017-09-07,LTCUSD,82.41,83.3,78.1,81.07,50596.4,4100234.42
2017-09-06,LTCUSD,74.6,83.33,74.6,82.41,64613.05,5146115.43
2017-09-05,LTCUSD,70.1,75.89,65.1,74.6,74325.71,5253395.55
2017-09-04,LTCUSD,80.03,80.03,62.55,70.1,124162.42,8617730.44
2017-09-03,LTCUSD,79.48,84.79,75.25,80.03,67117.64,5384939.46
2017-09-02,LTCUSD,87.45,94.03,75.25,79.48,111170.55,9092253.13
2017-09-01,LTCUSD,73.37,95,71.11,87.45,138093.78,11391980.79
2017-08-31,LTCUSD,65.8,74.81,65,73.37,95296.27,6651385.58
2017-08-30,LTCUSD,62.78,66.2,60.9,65.8,31622.6,1996058.05
2017-08-29,LTCUSD,62.16,63.89,61.1,62.78,62231.48,3850936.51
2017-08-28,LTCUSD,61,64.97,58.5,62.16,66383.15,4106020.49
2017-08-27,LTCUSD,51.68,64.6,51.49,61,102693.3,6103600.69
2017-08-26,LTCUSD,51.7,53,50.2,51.68,19278.17,989002.84
2017-08-25,LTCUSD,50.56,53,49,51.7,29882.96,1529913.3
2017-08-24,LTCUSD,54,54.99,50.56,50.56,73634.73,3855542.08
2017-08-23,LTCUSD,46.51,59,46.31,54,75484.46,3916328.96
2017-08-22,LTCUSD,48.5,48.97,45.6,46.51,28493.47,1332522.34
2017-08-21,LTCUSD,46.15,50,44,48.5,42089.09,1989501.76
2017-08-20,LTCUSD,45.34,47.7,44.2,46.15,14734.44,679648.2
2017-08-19,LTCUSD,46.46,48,43.7,45.34,16045.43,727822.08
2017-08-18,LTCUSD,43.94,47.35,42.8,46.46,38850.63,1768548.35
2017-08-17,LTCUSD,44.05,45.1,43.2,43.94,17639.16,779688.53
2017-08-16,LTCUSD,43,46.23,42,44.05,22591.07,982811.81
2017-08-15,LTCUSD,45.99,45.99,41.62,43,27054.12,1177917.12
2017-08-14,LTCUSD,45.3,46.8,45.15,45.99,13580.18,619426.5
2017-08-13,LTCUSD,46.12,47.27,44.44,45.3,30495.87,1401619.16
2017-08-12,LTCUSD,47.15,48.44,46,46.12,23397.01,1103256.23
2017-08-11,LTCUSD,47.46,48.1,46.75,47.15,20314.66,961406.58
2017-08-10,LTCUSD,48.2,48.9,47.45,47.46,16055.14,772918.14
2017-08-09,LTCUSD,49.1,52,46.62,48.2,32831.94,1603403.63
2017-08-08,LTCUSD,45.84,49.89,45.65,49.1,36755.4,1727741.63
2017-08-07,LTCUSD,45.3,46.8,45.04,45.84,24667.64,1129778.4
2017-08-06,LTCUSD,46.22,46.87,45.1,45.3,21942.77,1007613.05
2017-08-05,LTCUSD,43.49,47,43.49,46.22,45054.38,2062044.67
2017-08-04,LTCUSD,42.77,43.87,42.3,43.49,19151.08,824551.36
2017-08-03,LTCUSD,41.86,43.12,41.67,42.77,15188.26,643908.74
2017-08-02,LTCUSD,43,43.32,41.12,41.86,40745.79,1725753.52
2017-08-01,LTCUSD,42.35,44.9,41.3,43,52390.19,2247388.06
2017-07-31,LTCUSD,40.71,43.54,38.25,42.35,61589.32,2549883.24
2017-07-30,LTCUSD,41.2,42,40.02,40.71,17785.69,726509.71
2017-07-29,LTCUSD,40.55,41.5,38.5,41.2,23703.54,946105.96
2017-07-28,LTCUSD,41.62,45,40.14,40.55,43335.66,1797487.72
2017-07-27,LTCUSD,41.85,42.38,40.85,41.62,40380.61,1681670.71
2017-07-26,LTCUSD,42.09,42.87,40.18,41.85,69566.44,2892048.9
2017-07-25,LTCUSD,44.69,45.19,39.58,42.09,53852.87,2262459.32
2017-07-24,LTCUSD,45.29,45.9,44.33,44.69,47412.32,2126648.23
2017-07-23,LTCUSD,46.7,47.1,43.74,45.29,30356.05,1374525.06
2017-07-22,LTCUSD,45.25,47.38,44.95,46.7,43310.1,1981183.58
2017-07-21,LTCUSD,44.75,48,43.78,45.25,73840.04,3394584.94
2017-07-20,LTCUSD,39.91,46,39.91,44.75,102758.28,4445739.49
2017-07-19,LTCUSD,43.47,44.12,38.02,39.91,87454.21,3690197.55
2017-07-18,LTCUSD,42.25,45,40.69,43.47,106352.56,4608518.85
2017-07-17,LTCUSD,40.53,43.3,39.19,42.25,99453.03,4108124.85
2017-07-16,LTCUSD,38.3,41.79,35,40.53,116805.64,4431196.95
2017-07-15,LTCUSD,42.68,42.68,37.37,38.3,106296.61,4181709.08
2017-07-14,LTCUSD,45.46,45.85,40,42.68,48629.97,2051438.54
2017-07-13,LTCUSD,46.78,47.7,43.4,45.46,31662.27,1442520.71
2017-07-12,LTCUSD,43.81,48.75,42.2,46.78,63136.68,2906776.28
2017-07-11,LTCUSD,44.25,48.75,41.15,43.81,83468.22,3657671.6
2017-07-10,LTCUSD,48.96,49.67,42.2,44.25,96983.87,4517603.14
2017-07-09,LTCUSD,51.11,52,48.25,48.96,30713.45,1531821.48
2017-07-08,LTCUSD,46.19,51.86,44.34,51.11,52717.39,2554751.17
2017-07-07,LTCUSD,51.01,51.6,44.48,46.19,48514.23,2300807.62
2017-07-06,LTCUSD,53.2,53.26,49.51,51.01,41446.75,2119266.71
2017-07-05,LTCUSD,55,56.77,49.14,53.2,72108.86,3812460.85
2017-07-04,LTCUSD,45.44,55,45.33,55,161490.94,8223619.68
2017-07-03,LTCUSD,41.5,47.7,40.48,45.44,86833.77,3916280.3
2017-07-02,LTCUSD,37.93,42,36.45,41.5,29111.94,1153378.21
2017-07-01,LTCUSD,39.05,39.55,36.5,37.93,21148.24,802394.05
2017-06-30,LTCUSD,40.06,41.2,38.76,39.05,19664.26,786817.39
2017-06-29,LTCUSD,41.9,42.35,39.28,40.06,23873.07,976567.46
2017-06-28,LTCUSD,39.33,43.75,37.51,41.9,51862.16,2120089.29
2017-06-27,LTCUSD,37.9,39.8,33.5,39.33,43056.19,1585340.15
2017-06-26,LTCUSD,40.34,41.54,33,37.9,53405.41,1967593.6
2017-06-25,LTCUSD,42.39,43.3,37.37,40.34,42613.3,1743639.02
2017-06-24,LTCUSD,45.18,45.68,40.75,42.39,27463.65,1178492.39
2017-06-23,LTCUSD,46.07,46.97,44.72,45.18,17061.61,782179.3
2017-06-22,LTCUSD,43.73,47.87,42.46,46.07,31332.96,1428277.14
2017-06-21,LTCUSD,45.1,46.6,41.05,43.73,59289.63,2606008.1
2017-06-20,LTCUSD,47.02,48.35,39.5,45.1,65993.36,2975846.1
2017-06-19,LTCUSD,43.42,51,42,47.02,111523.63,5213838.02
2017-06-18,LTCUSD,46.01,46.32,39.88,43.42,102036.25,4427094.33
